DiseaseID,DiseaseName,DiseaseDescription,SlimMapping,PathwayNames
MESH:D003715,Dengue,"An acute febrile disease transmitted by the bite of AEDES mosquitoes infected with DENGUE VIRUS. It is self-limiting and characterized by fever, myalgia, headache, and rash. SEVERE DENGUE is a more virulent form of dengue.",['Viral disease'],Tuberculosis
MESH:D057973,Dent Disease,"X-linked recessive NEPHROLITHIASIS characterized by HYPERCALCIURIA; HYPOPHOSPHATEMIA; NEPHROCALCINOSIS; and PROTEINURIA. It is associated with mutations in the voltage-gated chloride channel, CLC-5 (Dent Disease I). Another group of mutations associated with this disease is in phosphatidylinositol 4,5-bisphosphate-5-phosphatase gene.","['Genetic disease (inborn)', 'Urogenital disease (female)', 'Urogenital disease (male)']",Transmembrane transport of small molecules
MESH:D003866,Depressive Disorder,An affective disorder manifested by either a dysphoric mood or loss of interest or pleasure in usual activities. The mood disturbance is prominent and relatively persistent.,['Mental disorder'],XBP1(S) activates chaperone genes
MESH:D003865,"Depressive Disorder, Major","Disorder in which five (or more) of the following symptoms have been present during the same 2-week period and represent a change from previous functioning; at least one of the symptoms is either (1) depressed mood or (2) loss of interest or pleasure. Symptoms include: depressed mood most of the day, nearly every daily; markedly diminished interest or pleasure in activities most of the day, nearly every day; significant weight loss when not dieting or weight gain; Insomnia or hypersomnia nearly every day; psychomotor agitation or retardation nearly every day; fatigue or loss of energy nearly every day; feelings of worthlessness or excessive or inappropriate guilt; diminished ability to think or concentrate, or indecisiveness, nearly every day; or  recurrent thoughts of death, recurrent suicidal ideation without a specific plan, or a suicide attempt. (DSM-5)",['Mental disorder'],VLDL interactions
MESH:D003872,Dermatitis,Any inflammation of the skin.,['Skin disease'],Viral myocarditis
MESH:D017449,"Dermatitis, Allergic Contact",A contact dermatitis due to allergic sensitization to various substances. These substances subsequently produce inflammatory reactions in the skin of those who have acquired hypersensitivity to them as a result of prior exposure.,"['Immune system disease', 'Skin disease']",Xenobiotics
MESH:D003876,"Dermatitis, Atopic","A chronic inflammatory genetically determined disease of the skin marked by increased ability to form reagin (IgE), with increased susceptibility to allergic rhinitis and asthma, and hereditary disposition to a lowered threshold for pruritus. It is manifested by lichenification, excoriation, and crusting, mainly on the flexural surfaces of the elbow and knee. In infants it is known as infantile eczema.","['Genetic disease (inborn)', 'Immune system disease', 'Skin disease']",YAP1- and WWTR1 (TAZ)-stimulated gene expression
MESH:D003877,"Dermatitis, Contact",A type of acute or chronic skin reaction in which sensitivity is manifested by reactivity to materials or substances coming in contact with the skin. It may involve allergic or non-allergic mechanisms.,['Skin disease'],ZBP1(DAI) mediated induction of type I IFNs
MESH:D017453,"Dermatitis, Irritant",A non-allergic contact dermatitis caused by prolonged exposure to irritants and not explained by delayed hypersensitivity mechanisms.,['Skin disease'],Viral myocarditis
MESH:D018223,Dermatofibrosarcoma,"A sarcoma of the deep layers of the skin. The tumors are locally aggressive tends to recur but rarely metastatic. It can be classified into variants depending on the cell type tumors are derived from or by its characteristics: Pigmented variant from MELANIN-containing DERMAL DENDRITIC CELLS; Myxoid variant, myxoid STROMAL CELLS; Giant cell variant characterized by GIANT CELLS in the tumors; and Fibrosarcomatous variant chracterized by tumor areas histologically indistinguishable from FIBROSARCOMA.",['Cancer'],VEGFR2 mediated cell proliferation
MESH:D003882,Dermatomyositis,"A subacute or chronic inflammatory disease of muscle and skin, marked by proximal muscle weakness and a characteristic skin rash. The illness occurs with approximately equal frequency in children and adults. The skin lesions usually take the form of a purplish rash (or less often an exfoliative dermatitis) involving the nose, cheeks, forehead, upper trunk, and arms. The disease is associated with a complement mediated intramuscular microangiopathy, leading to loss of capillaries, muscle ischemia, muscle-fiber necrosis, and perifascicular atrophy. The childhood form of this disease tends to evolve into a systemic vasculitis. Dermatomyositis may occur in association with malignant neoplasms. (From Adams et al., Principles of Neurology, 6th ed, pp1405-6)","['Connective tissue disease', 'Musculoskeletal disease', 'Nervous system disease', 'Skin disease']",Viral myocarditis
MESH:D002658,Developmental Disabilities,"Disorders in which there is a delay in development based on that expected for a given age level or stage of development. These impairments or disabilities originate before age 18, may be expected to continue indefinitely, and constitute a substantial impairment. Biological and nonbiological factors are involved in these disorders. (From American Psychiatric Glossary, 6th ed)",['Mental disorder'],XBP1(S) activates chaperone genes
MESH:D003914,Dextrocardia,"A congenital defect in which the heart is located on the right side of the THORAX instead of on the left side (levocardia, the normal position). When dextrocardia is accompanied with inverted HEART ATRIA, a right-sided STOMACH, and a left-sided LIVER, the combination is called dextrocardia with SITUS INVERSUS. Dextrocardia may adversely affect other thoracic organs.","['Cardiovascular disease', 'Congenital abnormality']",Transcriptional regulation of pluripotent stem cells
MESH:D048909,Diabetes Complications,"Conditions or pathological processes associated with the disease of diabetes mellitus. Due to the impaired control of BLOOD GLUCOSE level in diabetic patients, pathological processes develop in numerous tissues and organs including the EYE, the KIDNEY, the BLOOD VESSELS, and the NERVE TISSUE.",['Endocrine system disease'],Viral carcinogenesis
MESH:D016640,"Diabetes, Gestational",Diabetes mellitus induced by PREGNANCY but resolved at the end of pregnancy. It does not include previously diagnosed diabetics who become pregnant (PREGNANCY IN DIABETICS). Gestational diabetes usually develops in late pregnancy when insulin antagonistic hormones peaks leading to INSULIN RESISTANCE; GLUCOSE INTOLERANCE; and HYPERGLYCEMIA.,"['Endocrine system disease', 'Metabolic disease', 'Pregnancy complication']",YAP1- and WWTR1 (TAZ)-stimulated gene expression
MESH:D003919,Diabetes Insipidus,"A disease that is characterized by frequent urination, excretion of large amounts of dilute URINE, and excessive THIRST. Etiologies of diabetes insipidus include deficiency of antidiuretic hormone (also known as ADH or VASOPRESSIN) secreted by the NEUROHYPOPHYSIS, impaired KIDNEY response to ADH, and impaired hypothalamic regulation of thirst.","['Endocrine system disease', 'Urogenital disease (female)', 'Urogenital disease (male)']",Vesicle-mediated transport
MESH:D018500,"Diabetes Insipidus, Nephrogenic",A genetic or acquired polyuric disorder characterized by persistent hypotonic urine and HYPOKALEMIA. This condition is due to renal tubular insensitivity to VASOPRESSIN and failure to reduce urine volume. It may be the result of mutations of genes encoding VASOPRESSIN RECEPTORS or AQUAPORIN-2; KIDNEY DISEASES; adverse drug effects; or complications from PREGNANCY.,"['Urogenital disease (female)', 'Urogenital disease (male)']",Wnt signaling pathway
MESH:D020790,"Diabetes Insipidus, Neurogenic",A genetic or acquired polyuric disorder caused by a deficiency of VASOPRESSINS secreted by the NEUROHYPOPHYSIS. Clinical signs include the excretion of large volumes of dilute URINE; HYPERNATREMIA; THIRST; and polydipsia. Etiologies include HEAD TRAUMA; surgeries and diseases involving the HYPOTHALAMUS and the PITUITARY GLAND. This disorder may also be caused by mutations of genes such as ARVP encoding vasopressin and its corresponding neurophysin (NEUROPHYSINS).,"['Endocrine system disease', 'Urogenital disease (female)', 'Urogenital disease (male)']",Vesicle-mediated transport
MESH:D003920,Diabetes Mellitus,A heterogeneous group of disorders characterized by HYPERGLYCEMIA and GLUCOSE INTOLERANCE.,"['Endocrine system disease', 'Metabolic disease']",Wnt signaling pathway
MESH:D003921,"Diabetes Mellitus, Experimental",Diabetes mellitus induced experimentally by administration of various diabetogenic agents or by PANCREATECTOMY.,"['Endocrine system disease', 'Metabolic disease']",ZBP1(DAI) mediated induction of type I IFNs
MESH:D003922,"Diabetes Mellitus, Type 1","A subtype of DIABETES MELLITUS that is characterized by INSULIN deficiency. It is manifested by the sudden onset of severe HYPERGLYCEMIA, rapid progression to DIABETIC KETOACIDOSIS, and DEATH unless treated with insulin. The disease may occur at any age, but is most common in childhood or adolescence.","['Endocrine system disease', 'Immune system disease', 'Metabolic disease']",Visual phototransduction
MESH:D003924,"Diabetes Mellitus, Type 2",A subclass of DIABETES MELLITUS that is not INSULIN-responsive or dependent (NIDDM). It is characterized initially by INSULIN RESISTANCE and HYPERINSULINEMIA; and eventually by GLUCOSE INTOLERANCE; HYPERGLYCEMIA; and overt diabetes. Type II diabetes mellitus is no longer considered a disease exclusively found in adults. Patients seldom develop KETOSIS but often exhibit OBESITY.,"['Endocrine system disease', 'Metabolic disease']",Zinc transporters
MESH:D003925,Diabetic Angiopathies,VASCULAR DISEASES that are associated with DIABETES MELLITUS.,"['Cardiovascular disease', 'Endocrine system disease']",ZBP1(DAI) mediated induction of type I IFNs
MESH:D058065,Diabetic Cardiomyopathies,"Diabetes complications in which VENTRICULAR REMODELING in the absence of CORONARY ATHEROSCLEROSIS and hypertension results in cardiac dysfunctions, typically LEFT VENTRICULAR DYSFUNCTION. The changes also result in myocardial hypertrophy, myocardial necrosis and fibrosis, and collagen deposition due to impaired glucose tolerance.","['Cardiovascular disease', 'Endocrine system disease']",Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization
MESH:D016883,Diabetic Ketoacidosis,"A life-threatening complication of diabetes mellitus, primarily of TYPE 1 DIABETES MELLITUS with severe INSULIN deficiency and extreme HYPERGLYCEMIA. It is characterized by KETOSIS; DEHYDRATION; and depressed consciousness leading to COMA.","['Endocrine system disease', 'Metabolic disease']",Vesicle-mediated transport
MESH:D003928,Diabetic Nephropathies,"KIDNEY injuries associated with diabetes mellitus and affecting KIDNEY GLOMERULUS; ARTERIOLES; KIDNEY TUBULES; and the interstitium. Clinical signs include persistent PROTEINURIA, from microalbuminuria progressing to ALBUMINURIA of greater than 300 mg/24 h, leading to reduced GLOMERULAR FILTRATION RATE and END-STAGE RENAL DISEASE.","['Endocrine system disease', 'Urogenital disease (female)', 'Urogenital disease (male)']",ZBP1(DAI) mediated induction of type I IFNs
MESH:D003929,Diabetic Neuropathies,"Peripheral, autonomic, and cranial nerve disorders that are associated with DIABETES MELLITUS. These conditions usually result from diabetic microvascular injury involving small blood vessels that supply nerves (VASA NERVORUM). Relatively common conditions which may be associated with diabetic neuropathy include third nerve palsy (see OCULOMOTOR NERVE DISEASES); MONONEUROPATHY; mononeuropathy multiplex; diabetic amyotrophy; a painful POLYNEUROPATHY; autonomic neuropathy; and thoracoabdominal neuropathy. (From Adams et al., Principles of Neurology, 6th ed, p1325)","['Endocrine system disease', 'Nervous system disease']",Viral myocarditis
MESH:D003930,Diabetic Retinopathy,"Disease of the RETINA as a complication of DIABETES MELLITUS. It is characterized by the progressive microvascular complications, such as ANEURYSM, interretinal EDEMA, and intraocular PATHOLOGIC NEOVASCULARIZATION.","['Cardiovascular disease', 'Endocrine system disease', 'Eye disease']",Viral myocarditis
